The number after B is the patent number
C6669297   20061003 C1
C6896598   20061003 C1
C6926463   20061003 C1
C5565427   20061010 C2
C5632060   20061010 C1
C6503981   20061010 C1
C5758352   20061010 C1
C5865384   20061010 C1
C6039977   20061010 C1
C5849210   20061010 C1
C6524436   20061010 C1
C6082887   20061010 C1
C6095611   20061010 C1
C5979267   20061010 C1
C5269906   20061010 C1
C6195648   20061010 C1
C5131755   20061010 C1
C5728017   20061017 C1
C5756081   20061017 C1
C5269161   20061017 C1
C5797864   20061017 C1
C5372188   20061017 C1
C5453863   20061017 C1
C5888883   20061017 C1
C6607836   20061017 C1
C6721595   20061017 C1
C6092582   20061017 C1
C6343244   20061017 C1
C6346166   20061017 C1
C6238778   20061017 C1
C5944648   20061017 C1
C5905838   20061017 C1
C6095651   20061017 C1
C6489305   20061024 C1
C5813131   20061024 C1
C5865452   20061024 C2
C6716273   20061024 C1
C5658648   20061024 C1
C5974299   20061024 C1
C4900291   20061024 C2
C6517935   20061024 C1
C5462414   20061024 C1
C6075205   20061031 C1
C6085852   20061031 C1
C6243510   20061031 C1
C6250387   20061031 C1
C5777719   20061031 C1
C5958946   20061031 C1
C6180055   20061031 C1
C5883964   20061107 C1
C6095509   20061107 C1
C5938309   20061107 C1
C6014645   20061107 C1
C6482418   20061107 C1
C5737035   20061107 C1
C6125973   20061107 C1
CRE38075   20061107 F1
C5061703   20061107 C1
C5739114   20061107 C1
C5780495   20061114 C1
C6265530   20061114 C1
C5624803   20061114 C1
C5700947   20061114 C1
C6303799   20061121 C1
C6746597   20061121 C1
C5204819   20061121 C1
C6440880   20061121 C1
C6007340   20061121 C1
C6630475   20061128 C1
C5387108   20061128 C1
C5443950   20061128 C1
C5533503   20061128 C1
C5712926   20061128 C1
C6180061   20061128 C1
C5579517   20061128 C1
C6319352   20061128 C1
C6323899   20061128 C1
C5713727   20061128 C1
C6107221   20061128 C1
C5650215   20061205 C1
C5596742   20061205 C1
C5575717   20061205 C1
C6702877   20061205 C1
C6039575   20061205 C1
C5662032   20061205 C1
C6805951   20061205 C1
C5559352   20061212 C1
C4990469   20061212 C1
C6506347   20061212 C1
C5902741   20061212 C1
C6004353   20061219 C1
C6094219   20061219 C1
CRE38612   20061219 F1
C6715149   20061219 C1
C5437253   20061226 C1
C6471141   20061226 C1
C5490768   20070102 C1
C5804329   20070102 C1
C6291495   20070102 C1
C6265055   20070102 C1
C5808146   20070102 C1
C5971566   20070102 C1
C6103076   20070109 C1
C6174420   20070109 C1
C5807755   20070109 C1
C5697882   20070109 C1
C5843497   20070116 C1
C4670749   20070116 C1
C5659729   20070116 C1
C6312197   20070116 C1
C6409797   20070116 C1
C6042260   20070116 C1
C5611687   20070123 C1
C6679243   20070123 C1
C5599720   20070123 C1
C5432099   20070123 C1
C5301336   20070123 C1
C5837126   20070123 C1
C6670384   20070123 C1
C6741123   20070130 C1
C5754976   20070130 C1
CD489224   20070206 C1
C5296625   20070206 C1
CRE37530   20070213 F1
C5161678   20070213 C1
C5294216   20070213 C1
C6277919   20070213 C1
C5794733   20070220 C1
C5327752   20070220 C1
C5578334   20070220 C1
C5674855   20070220 C1
C6335183   20070220 C1
C6367952   20070220 C1
C6119366   20070227 C1
C5321501   20070227 C1
C5629245   20070227 C1
C6183168   20070227 C1
C6233010   20070227 C1
C5709062   20070227 C1
C6241734   20070306 C1
C6909421   20070306 C1
C6755103   20070306 C1
C6481189   20070306 C1
C4808155   20070306 C1
C5707644   20070306 C1
CRE37585   20070306 F1
C5081400   20070306 C1
C4446194   20070306 C1
C6260761   20070306 C1
C6936101   20070306 C1
C5405057   20070306 C1
C6410119   20070306 C1
C4363350   20070306 C1
C6452499   20070313 C1
C6555323   20070313 C1
C6168610   20070313 C1
C6580016   20070313 C1
C6013338   20070313 C1
C6338952   20070313 C1
C6562439   20070313 C1
C6290391   20070313 C1
C6309215   20070320 C1
C6362611   20070320 C1
C6029558   20070320 C1
C6130614   20070320 C1
C6211989   20070320 C1
C5946995   20070320 C1
C5897676   20070320 C1
C5371659   20070320 C1
C5431181   20070320 C1
C5584025   20070320 C1
C4779635   20070320 C1
C4949951   20070320 C1
C6456266   20070320 C1
C6264029   20070327 C1
C6375646   20070327 C1
C6355656   20070327 C1
C5975714   20070327 C1
C6234953   20070327 C1
C6252065   20070327 C1
C5713795   20070327 C1
C4963489   20070327 C1
C5683548   20070327 C1
C5538023   20070327 C1
C6290265   20070327 C1
C6502579   20070327 C1
C6394402   20070403 C1
C6626893   20070403 C1
C6143864   20070403 C1
C5589009   20070403 C1
C5855920   20070403 C1
C5431139   20070410 C1
C5704183   20070410 C1
C6347885   20070410 C1
C6718820   20070417 C1
C6023154   20070417 C1
C5587366   20070417 C1
C6619371   20070417 C1
C5755029   20070417 C1
C5536263   20070424 C1
C6443929   20070424 C1
C5053036   20070424 C1
C5012813   20070424 C1
C5355964   20070424 C1
C6228037   20070424 C1
C6338885   20070424 C1
C5026109   20070501 C2
C5116722   20070501 C1
C6669207   20070501 C1
C6481212   20070501 C1
C6610365   20070501 C1
C6279289   20070501 C1
C6377080   20070501 C1
C5697536   20070501 C2
C5780860   20070501 C1
C5502989   20070501 C2
C5390069   20070508 C1
C5771752   20070515 C1
C6678358   20070515 C1
C5138459   20070515 C1
C6632216   20070522 C1
C6357496   20070522 C1
C6019469   20070522 C1
C6221633   20070522 C1
C5288393   20070529 C1
C5794701   20070605 C2
C6450980   20070605 C1
C6410514   20070605 C1
C6395481   20070605 C1
C5804212   20070612 C1
C5743799   20070612 C2
C5353548   20070612 C2
C5467619   20070612 C1
C5494885   20070612 C1
C6716387   20070612 C1
C4832685   20070612 C1
C6761960   20070612 C1
C6398556   20070612 C1
C6627266   20070612 C1
C5956181   20070619 C1
C6520297   20070619 C1
C6191131   20070619 C1
C5555478   20070619 C1
C5004681   20070626 C2
C5795105   20070626 C1
C5578586   20070626 C1
C6451359   20070626 C1
C5711129   20070626 C1
C6383536   20070626 C1
C6234998   20070626 C1
C5974689   20070626 C1
C5480471   20070703 C1
C4866349   20070703 C1
C6576071   20070703 C1
C5745547   20070703 C1
C5124053   20070703 C1
C5914563   20070703 C1
C6444058   20070703 C1
C4889818   20070703 C1
C6034922   20070703 C1
C5270108   20070710 C1
C6553809   20070710 C1
C6514596   20070710 C1
C6491843   20070710 C1
C6287704   20070710 C2
C6303164   20070710 C1
C6285736   20070710 C1
C6379005   20070717 C1
C5968592   20070717 C1
C6187805   20070717 C1
C5820725   20070717 C1
C5468545   20070717 C1
C6376743   20070717 C1
C6440481   20070717 C1
C6258145   20070717 C1
C6289319   20070717 C1
C6579489   20070724 C1
C6119903   20070724 C1
C6152385   20070724 C1
C6569427   20070724 C1
C6142927   20070724 C1
C6726877   20070724 C1
C6429242   20070724 C1
C6775639   20070724 C1
C6461645   20070724 C1
C6127155   20070724 C1
C5253341   20070724 C1
C5707975   20070724 C1
C4707592   20070731 C1
C5858012   20070731 C1
C5871494   20070731 C1
C5692531   20070731 C1
C6197359   20070731 C1
C5954708   20070731 C1
C6605085   20070731 C1
C6833351   20070731 C1
C4935005   20070807 C1
C4781472   20070807 C1
C6537506   20070807 C1
C6626897   20070807 C1
C6258112   20070807 C1
C6290688   20070807 C1
C6343581   20070807 C1
C6001079   20070807 C1
C5909492   20070807 C1
C5868707   20070807 C1
C5807190   20070807 C1
C5820379   20070807 C1
C6267582   20070807 C1
C5956920   20070814 C1
C6889071   20070814 C1
C5784833   20070814 C1
C6408733   20070814 C1
C5159782   20070814 C1
C6723730   20070814 C1
C5199436   20070821 C1
C5214011   20070821 C1
C4850960   20070821 C1
C4797599   20070821 C1
C5614507   20070821 C1
C5316243   20070821 C1
C5890883   20070821 C1
C5685995   20070821 C1
C6213997   20070821 C1
C6114048   20070821 C1
C6411965   20070821 C1
C6428837   20070821 C1
C6751563   20070828 C1
C5808272   20070828 C1
C6626898   20070828 C1
C5564803   20070828 C1
C6516911   20070828 C1
C6477402   20070828 C1
C4916910   20070828 C1
C5946669   20070828 C1
C5401629   20070904 C1
C6551227   20070904 C1
C6810793   20070904 C1
C6310149   20070904 C1
C6482510   20070904 C1
C6216916   20070904 C1
C5688801   20070904 C1
C5312576   20070911 C2
C5933841   20070911 C1
C6614729   20070911 C1
C5853826   20070911 C1
C6442574   20070911 C1
C6679771   20070918 C1
C6242130   20070918 C1
C5715750   20070918 C1
C5884682   20070918 C1
C6699885   20070918 C1
C6709425   20070918 C1
C6765788   20070918 C1
C5854269   20070925 C1
CD481276   20070925 C1
C6890906   20070925 C1
C5649278   20070925 C1
C6119107   20070925 C1
C6004596   20070925 C1
C6532385   20070925 C1
C6503529   20071002 C1
C6881133   20071002 C1
C5636484   20071002 C1
C6957522   20071002 C1
C5738379   20071002 C1
C6397806   20071002 C1
C6401824   20071002 C1
C5763038   20071002 C1
C6039076   20071002 C1
C6676647   20071002 C1
C5440860   20071002 C1
C6270106   20071002 C1
C5234251   20071002 C1
C5262898   20071002 C1
C6800051   20071002 C1
C6755409   20071002 C1
C4537375   20071002 C1
C6859661   20071002 C1
C6863837   20071002 C1
C6841012   20071002 C1
C6615489   20071009 C1
C6679336   20071009 C1
C6243999   20071009 C1
C6309365   20071009 C1
C5987434   20071009 C1
C6674075   20071009 C1
C6732014   20071009 C1
C6952646   20071009 C1
C6946060   20071009 C1
C6230050   20071009 C1
C5715314   20071009 C1
C5687801   20071009 C1
C5826453   20071009 C2
C5820170   20071009 C1
C5344144   20071009 C1
C5270868   20071009 C1
C5312633   20071009 C1
C5421583   20071009 C1
C5540562   20071009 C1
C5536249   20071009 C1
C5008986   20071009 C1
C5233718   20071009 C1
C6912870   20071009 C1
C6699205   20071016 C2
C6726326   20071016 C1
C6854876   20071016 C1
C6964625   20071016 C1
C6424847   20071016 C1
C6620918   20071016 C1
C5478154   20071023 C1
C5362049   20071023 C1
C5910988   20071023 C1
C5930905   20071023 C1
C5865251   20071023 C1
C6851884   20071023 C1
C6752719   20071023 C1
C6734022   20071023 C1
C6676989   20071023 C1
C6135675   20071023 C1
C5973112   20071023 C1
C5973418   20071023 C1
C6360050   20071023 C1
C6362450   20071023 C1
C6368632   20071023 C1
C6375567   20071023 C1
C6390343   20071023 C1
C6280595   20071023 C1
C6254180   20071023 C1
C6254978   20071023 C1
C6578807   20071023 C1
C5144493   20071023 C1
C5465788   20071023 C1
C5295790   20071030 C1
C5701724   20071030 C1
C6205784   20071030 C1
C6955576   20071030 C1
C6887570   20071030 C1
C5417431   20071030 C1
C6095973   20071030 C1
C6064304   20071030 C1
C6402932   20071030 C1
C6502020   20071030 C1
C6804656   20071030 C2
C6899479   20071106 C1
C6197990   20071106 C1
C5696486   20071106 C1
C5803501   20071106 C1
C4985148   20071106 C1
C4847448   20071106 C1
C5133352   20071106 C1
CRE35575   20071106 F1
C6434733   20071106 C1
C6569099   20071106 C1
C6625037   20071106 C1
C6613054   20071106 C1
C6264252   20071106 C1
C6318994   20071106 C1
C6766501   20071106 C1
C5637964   20071113 C1
C6482520   20071113 C1
C6745495   20071113 C1
C6378884   20071113 C1
C5589644   20071113 C1
C6243908   20071113 C1
C5497306   20071113 C1
C5842428   20071113 C1
C4506318   20071113 C1
C5674457   20071113 C1
C6494312   20071113 C1
C6325380   20071120 C1
C5219370   20071120 C1
C6700167   20071120 C1
C6398548   20071120 C1
C6946201   20071120 C1
C6677651   20071120 C1
C6322502   20071127 C1
C5224540   20071127 C1
C6109193   20071127 C1
C5575333   20071127 C1
C6142532   20071127 C1
C6976661   20071204 C1
C6775708   20071204 C1
C6743742   20071204 C1
C6161584   20071204 C1
C6100294   20071204 C1
C6051006   20071204 C1
C6404815   20071204 C1
C6286712   20071204 C1
C6571125   20071204 C1
C6497843   20071204 C1
C6915619   20071204 C1
C5083255   20071204 C1
C4907825   20071204 C1
C5676032   20071204 C1
C5916195   20071204 C1
C5846089   20071204 C1
C6269136   20071204 C1
C6155157   20071204 C1
C6828717   20071211 C1
C6392863   20071211 C1
C6794780   20071211 C1
C6457239   20071211 C1
C6502233   20071211 C1
C6574672   20071211 C1
C6241739   20071211 C1
C6112153   20071211 C1
C4809177   20071211 C1
C5264933   20071211 C1
C6033158   20071211 C1
C6384742   20071211 C1
C6378114   20071218 C1
C6696716   20071218 C1
C6211994   20071218 C1
C5209251   20071218 C1
C6113318   20071218 C1
C5762171   20071225 C1
C5679449   20071225 C1
C5676146   20071225 C2
C5664566   20071225 C1
C4874164   20071225 C1
C6032137   20071225 C1
C6116477   20071225 C1
C6886927   20071225 C1
C6573369   20071225 C1
C6148630   20080101 C1
C6284917   20080101 C2
C6566587   20080101 C1
C6249863   20080101 C1
C6984406   20080101 C1
C5255096   20080101 C2
C5293615   20080101 C1
C6601450   20080101 C1
CD505347   20080101 C1
C5765502   20080101 C1
C5047690   20080101 C1
C5573648   20080101 C1
C6739457   20080101 C1
C6472129   20080101 C1
C6479484   20080101 C1
C6577102   20080101 C1
C6847280   20080101 C1
C6213114   20080101 C1
C5997680   20080108 C1
C5781788   20080108 C1
C5876014   20080108 C1
C5472444   20080108 C1
C5036253   20080108 C1
CRE37127   20080108 F1
C6811801   20080108 C1
C6907632   20080108 C1
C6908351   20080108 C1
C6621690   20080108 C1
C6692524   20080108 C1
C6705863   20080108 C1
C6129104   20080115 C1
C6682560   20080115 C1
C6254522   20080115 C1
C6217325   20080115 C1
C4674112   20080122 C1
C5144202   20080122 C1
CD457965   20080122 C1
CD504126   20080122 C1
C6638242   20080122 C1
CD465726   20080122 C1
C5928164   20080122 C1
C6758442   20080122 C1
C6093302   20080122 C1
C6093139   20080122 C1
C5576951   20080129 C1
C6485982   20080129 C1
C6669823   20080205 C1
C6583284   20080205 C1
C5189342   20080205 C1
C6588459   20080205 C1
C6002210   20080205 C1
C6444111   20080205 C1
C6346045   20080212 C1
C5729200   20080212 C1
C6566285   20080212 C1
C5402043   20080212 C1
C6735583   20080219 C1
C6440359   20080219 C1
C5699527   20080219 C1
C5941532   20080219 C1
C5468545   20080219 C2
C4918104   20080219 C1
C7028348   20080219 C1
C7028354   20080219 C1
C6958039   20080219 C1
C7075187   20080219 C1
C6857638   20080226 C1
C5490363   20080226 C1
C6519573   20080226 C1
C6089022   20080226 C1
C6665048   20080226 C1
C7015422   20080304 C1
C7044957   20080304 C1
C6153632   20080304 C1
C6289553   20080304 C1
C5343445   20080304 C1
C6181245   20080304 C1
C5180952   20080304 C1
C6289548   20080304 C1
C5744161   20080304 C1
C6110921   20080304 C1
C5352605   20080304 C1
C4637025   20080311 C1
C6887182   20080311 C1
C6623378   20080311 C1
C6597688   20080311 C1
C6685980   20080311 C1
C6709694   20080311 C1
C6444120   20080311 C1
C5996597   20080311 C1
C6009355   20080311 C1
C6077660   20080311 C1
C5803101   20080318 C1
C6524031   20080318 C1
C6497719   20080318 C1
C6439643   20080318 C1
C5327472   20080325 C1
C5583759   20080325 C1
C6870135   20080325 C1
C5478154   20080325 C2
C5561953   20080325 C1
C6930709   20080325 C1
C5110322   20080325 C1
C5931198   20080401 C1
C6410971   20080401 C1
C6415579   20080401 C1
C6629959   20080401 C1
C5872952   20080401 C1
C7082433   20080401 C1
C6630406   20080401 C1
C6113558   20080408 C1
C6163776   20080408 C1
C5955106   20080408 C1
C4946505   20080408 C1
C6652437   20080408 C1
C5800837   20080408 C2
C5795156   20080408 C1
C5736164   20080408 C2
C6546682   20080408 C1
C6857712   20080408 C1
C6409704   20080408 C1
C5121712   20080408 C1
C6460042   20080408 C1
C6165715   20080408 C1
C5175755   20080408 C1
C6257982   20080415 C1
C5910382   20080415 C1
C5214356   20080415 C1
C4698672   20080415 C1
C7052301   20080415 C1
C5159245   20080415 C1
C6809804   20080415 C1
C7074831   20080415 C1
C6586762   20080415 C1
C6691594   20080415 C1
C6381942   20080415 C1
C6172665   20080415 C1
C5965168   20080422 C1
C6216030   20080422 C1
C6586065   20080422 C1
C6487973   20080422 C1
C6273809   20080422 C1
C6026452   20080422 C1
C4944298   20080422 C1
C5452269   20080422 C1
C6163486   20080422 C1
C5375373   20080422 C1
C6407088   20080422 C1
C6219399   20080429 C1
C5516635   20080429 C1
C6500804   20080429 C1
C6502936   20080429 C1
C6521769   20080429 C1
C6064373   20080429 C1
C7119080   20080429 C1
C6808888   20080429 C1
C6010459   20080429 C1
C6890546   20080429 C1
C6463324   20080429 C1
C6448366   20080429 C1
C6212254   20080429 C1
CD498776   20080506 C1
C5322938   20080506 C1
CRE38290   20080506 F1
C6616382   20080506 C1
C6318728   20080506 C1
C5653238   20080513 C1
CD491285   20080513 C1
CRE33920   20080513 F1
C7081542   20080513 C1
C6088881   20080513 C1
C6034239   20080520 C1
C5676624   20080520 C1
C5829148   20080520 C2
C6185540   20080520 C1
C5196525   20080520 C1
C4892442   20080520 C1
C6599935   20080520 C1
C6641334   20080520 C1
C6427811   20080520 C1
C5840910   20080527 C1
C6026527   20080527 C1
C6872152   20080527 C1
C6747150   20080527 C1
C6730042   20080527 C1
CD437101   20080527 C1
C6472128   20080527 C1
C6293071   20080603 C1
CD530648   20080603 C1
C6376217   20080603 C1
C7226748   20080610 C1
C5605356   20080610 C1
C6701126   20080610 C1
C6700662   20080610 C1
C6757334   20080610 C1
C6868080   20080610 C1
C7081222   20080610 C1
C6372279   20080610 C1
C6061223   20080610 C1
C5765336   20080610 C1
C5336926   20080610 C1
C6729738   20080617 C1
C5287914   20080617 C1
C5292283   20080617 C1
C6537152   20080617 C1
C5219065   20080617 C1
C5843780   20080617 C1
C6553794   20080617 C1
C6113989   20080617 C1
C6656183   20080617 C1
C6325495   20080617 C1
C6330893   20080617 C1
C6200806   20080617 C1
C6494349   20080617 C1
C6402415   20080617 C1
C5523060   20080617 C1
C6666480   20080624 C1
C5660491   20080624 C1
C5479441   20080624 C1
C5429437   20080624 C1
C4857806   20080624 C1
C6955328   20080624 C1
C5966874   20080624 C1
C6005001   20080624 C1
C5885158   20080624 C1
C5749111   20080701 C1
C6624263   20080701 C1
C7080749   20080701 C1
C6874371   20080701 C1
C6990366   20080708 C1
C5646839   20080708 C1
C6871450   20080708 C1
C6328881   20080708 C1
C6328446   20080708 C1
C5985692   20080708 C1
CRE39370   20080708 F1
C5682833   20080708 C1
C4853733   20080708 C1
CD522753   20080708 C1
C6506314   20080708 C1
C7048472   20080715 C1
C6695477   20080715 C1
C6174859   20080715 C1
C6773203   20080715 C1
C6950051   20080715 C1
C6899950   20080715 C1
C6665173   20080715 C1
C5868071   20080715 C2
C6320609   20080715 C2
C5082861   20080715 C1
C6372259   20080715 C1
C5794822   20080715 C1
C6834400   20080715 C1
C6965827   20080722 C1
C6620047   20080722 C1
C6372278   20080722 C1
C6430496   20080722 C1
C6497872   20080722 C1
C6354304   20080722 C1
C6324605   20080722 C1
C5961072   20080722 C1
C6034639   20080722 C1
C5662293   20080722 C1
C5732080   20080722 C1
C5931824   20080722 C1
C5367426   20080722 C1
C5525177   20080722 C1
C5499744   20080722 C1
C7040559   20080722 C1
C7039973   20080722 C1
C6998228   20080722 C1
C6799606   20080722 C1
C6871357   20080722 C1
C6261403   20080729 C1
C6298606   20080729 C1
C5958491   20080729 C1
C6195648   20080729 C2
C4868428   20080729 C1
C6968271   20080729 C1
C5429457   20080729 C1
C4729195   20080729 C1
C6486982   20080729 C1
C6541195   20080729 C1
C6976349   20080729 C1
C5376115   20080729 C1
C7006786   20080805 C1
C7016781   20080805 C1
C7029283   20080805 C1
C5590408   20080805 C1
C5550166   20080805 C1
C5175430   20080805 C1
C5640497   20080805 C1
C6029154   20080805 C1
C5905806   20080805 C1
C6270954   20080805 C1
CD525684   20080805 C1
CD373203   20080805 C1
CD493906   20080805 C1
CD498778   20080805 C1
CD505391   20080805 C1
C7113864   20080812 C1
C7264074   20080812 C1
C7153272   20080812 C1
CRE39220   20080812 F1
C6695907   20080812 C1
C6975796   20080812 C1
C6971514   20080812 C1
C6538024   20080812 C1
C6387908   20080812 C1
C6454650   20080812 C1
C6232465   20080812 C1
C6196681   20080812 C1
C6260780   20080812 C1
C6038133   20080812 C1
C5779400   20080812 C1
C5779071   20080812 C1
C5407944   20080812 C1
C5777549   20080819 C1
C6405992   20080819 C1
C5037453   20080819 C1
C5119382   20080819 C2
C5598106   20080819 C1
C5498331   20080819 C1
C5551197   20080819 C1
C5459570   20080819 C1
C5164316   20080819 C1
C5167047   20080819 C2
C5215528   20080819 C2
C6487102   20080819 C1
C6484080   20080819 C1
C6575667   20080819 C1
C6851651   20080819 C1
C6209637   20080819 C1
C6988920   20080819 C1
C5560028   20080819 C1
C6651885   20080819 C1
C6325424   20080819 C1
C6343691   20080819 C1
C6279550   20080819 C1
C6626896   20080819 C1
C6909447   20080826 C1
C7000247   20080826 C1
C6499018   20080826 C1
C5292097   20080826 C1
C6394644   20080826 C1
C6319344   20080826 C1
C5986435   20080826 C1
C5975893   20080826 C1
C4681893   20080826 C1
C6128860   20080826 C1
C5575925   20080826 C2
C5470228   20080826 C1
C5704173   20080826 C1
C5879397   20080826 C1
C6671052   20080826 C1
C5004681   20080902 C3
C7050754   20080902 C1
C5088484   20080902 C1
CD525446   20080902 C1
CD547517   20080902 C1
C6474925   20080902 C1
C6461645   20080902 C2
C5434797   20080902 C1
C5273042   20080902 C1
C5384130   20080902 C1
C5160842   20080902 C1
C5883493   20080902 C1
C5830237   20080902 C1
C5988165   20080902 C1
C6330497   20080902 C1
C6243094   20080902 C1
C6219145   20080909 C1
C6988694   20080909 C1
C5792640   20080909 C1
C5619117   20080909 C1
C4767722   20080909 C1
C5237238   20080916 C1
C5930758   20080916 C1
C5889386   20080916 C1
C5828044   20080916 C1
C5752954   20080916 C1
C5630096   20080916 C1
C6096773   20080916 C1
C6130318   20080916 C1
C6075340   20080916 C1
C6252380   20080916 C1
C6219786   20080916 C1
C6143347   20080916 C1
C6569427   20080916 C2
C6483790   20080916 C1
C6470055   20080916 C1
C6651644   20080916 C1
C6622570   20080916 C1
C6890907   20080916 C1
C6756544   20080916 C1
C6798367   20080916 C1
C7185521   20080916 C1
C6830707   20080923 C1
C6838810   20080923 C1
C5963329   20080923 C1
CD532287   20080930 C1
C6228027   20080930 C1
C6418532   20080930 C1
C6123389   20080930 C1
C5802167   20080930 C1
C5029183   20080930 C1
C6287556   20080930 C1
CD533765   20081007 C1
C6035757   20081007 C1
C6010498   20081007 C2
C6069614   20081007 C1
C6064628   20081007 C2
C5743390   20081007 C1
C5935136   20081007 C1
C5410516   20081007 C1
C5508731   20081007 C1
C6784901   20081007 C1
C6599502   20081007 C1
C6645557   20081007 C1
C6644333   20081007 C1
C6214045   20081007 C1
C5978738   20081007 C1
C6743806   20081014 C1
C6043230   20081014 C1
C5935946   20081014 C1
C7128329   20081014 C1
C5055523   20081014 C1
C6237776   20081014 C1
C6004815   20081014 C1
C6919092   20081014 C1
C6212772   20081014 C1
C5922695   20081014 C1
C5655136   20081021 C1
C6086441   20081021 C1
CD450839   20081021 C1
C6012951   20081021 C1
C6439389   20081021 C1
C6475977   20081021 C1
CD484637   20081028 C1
CD527956   20081028 C1
C6955576   20081028 C2
C6584482   20081028 C1
C6673111   20081028 C1
C7065935   20081028 C1
C5266805   20081028 C1
C7155285   20081028 C1
C6672841   20081028 C1
C6708212   20081028 C1
C4985921   20081028 C1
C6964397   20081028 C1
C7173124   20081028 C1
CRE38837   20081104 F1
CD519704   20081104 C1
C6318873   20081104 C1
C6260984   20081104 C1
C6478327   20081104 C1
C6446820   20081104 C1
C6646243   20081104 C1
C6611330   20081104 C1
C6854698   20081104 C1
C4930158   20081104 C1
C5555402   20081104 C1
C5835376   20081104 C1
C5655220   20081104 C1
C6103530   20081104 C1
C6210428   20081111 C1
C6253313   20081111 C1
C6833012   20081111 C1
C5656996   20081111 C1
C6538925   20081111 C1
C4724574   20081111 C1
C6113170   20081111 C1
C6233389   20081111 C1
C5462414   20081111 C2
C6440880   20081111 C2
C7104695   20081111 C1
C6328557   20081111 C1
C5081400   20081118 C2
C6249516   20081118 C1
C6867223   20081118 C1
C6672059   20081118 C1
C7178470   20081118 C1
C6466690   20081118 C1
C6575666   20081118 C1
C5533325   20081118 C1
C5533499   20081118 C1
C5440474   20081118 C1
C6511405   20081118 C1
C6038287   20081125 C1
C5854038   20081125 C1
C5602494   20081125 C1
C5269161   20081125 C2
C6694248   20081125 C1
C6712847   20081125 C1
C6508393   20081125 C1
C5977089   20081125 C1
CRE36284   20081125 F1
C7082438   20081125 C1
C6698567   20081202 C1
C6964840   20081202 C1
C6761759   20081202 C1
CD502303   20081202 C1
C6744858   20081202 C1
C6314473   20081202 C1
C6308317   20081202 C1
C6434622   20081202 C2
C6129131   20081202 C1
C6259615   20081202 C1
C6037733   20081202 C1
C6305008   20081202 C1
C7287002   20081202 C1
C5897930   20081202 C1
C7203630   20081202 C1
C7022332   20081202 C1
C6208638   20081209 C1
C5073484   20081209 C1
C4978680   20081209 C1
C5553486   20081209 C1
C5070240   20081209 C2
C5717724   20081209 C1
C6121743   20081209 C1
C4967245   20081209 C1
C6172464   20081209 C1
C5425051   20081209 C1
C6950648   20081216 C1
C7198046   20081216 C1
C7087334   20081216 C1
C7310923   20081216 C1
C5737547   20081216 C1
C5435411   20081216 C1
C5480665   20081216 C1
C4918645   20081216 C1
C5098637   20081216 C1
C4739762   20081223 C2
C6635418   20081223 C1
C6695135   20081223 C1
C6201232   20081223 C1
C5586992   20081223 C1
C5517628   20081223 C1
C6011259   20081223 C1
C6396722   20081223 C1
C6819670   20081223 C1
C4709202   20081223 C1
C6472164   20081230 C1
C6757602   20081230 C1
C4947184   20081230 C1
C5638711   20081230 C2
C6308045   20081230 C1
C5763594   20081230 C1
C5818836   20081230 C1
C6035027   20081230 C1
C6404480   20081230 C1
C6355432   20081230 C1
C5601364   20081230 C1
C4733159   20081230 C1
C6365204   20081230 C1
C5314446   20090106 C1
C6405669   20090106 C1
C5983207   20090106 C1
C6455638   20090106 C1
C5770231   20090106 C1
C5500848   20090106 C1
C5556772   20090106 C1
C6707879   20090106 C1
C6778282   20090106 C1
C6877006   20090106 C1
C7017909   20090106 C1
C7167864   20090106 C1
C7131575   20090106 C1
C6518644   20090113 C1
CRE36200   20090113 F1
C5214409   20090113 C1
C6672838   20090113 C1
C6964688   20090113 C1
C6289433   20090113 C1
C4870519   20090113 C2
C6643247   20090113 C1
C5580246   20090113 C1
C5983005   20090113 C2
C4976320   20090113 C1
C6910045   20090113 C1
C6756258   20090120 C1
C7094768   20090120 C1
C5192553   20090120 C1
C5597307   20090120 C1
C5740994   20090120 C2
C5838986   20090120 C1
C5810147   20090120 C1
C5867735   20090120 C1
C5863171   20090120 C1
C5926389   20090120 C1
C6135886   20090120 C1
C6800414   20090127 C1
C5084190   20090127 C1
C6044449   20090127 C1
C5899855   20090127 C1
C6435215   20090127 C1
C6900094   20090127 C1
C6397275   20090203 C1
C5365450   20090203 C1
C6103286   20090203 C1
C6482520   20090203 C2
C6502917   20090203 C1
C5838906   20090203 C2
C6280438   20090203 C1
C5774186   20090203 C1
C6449529   20090203 C1
C7051661   20090203 C1
C5640788   20090203 C1
C6935810   20090210 C1
C6813742   20090210 C1
C6548967   20090210 C1
C6009488   20090210 C1
C5812799   20090210 C1
C5677181   20090210 C1
C5611726   20090210 C1
C5493687   20090210 C1
C5265007   20090210 C1
C5589984   20090217 C1
C6377066   20090217 C1
C7061448   20090217 C1
C7032506   20090217 C1
C5233654   20090217 C1
C6755107   20090217 C1
C5469572   20090217 C1
C5167047   20090217 C3
C5037453   20090217 C2
C5110322   20090217 C2
C5874081   20090217 C1
C7165302   20090217 C1
C6233818   20090217 C1
C6145591   20090217 C1
C6068719   20090217 C1
C6545040   20090217 C1
C5586408   20090217 C1
C7276147   20090224 C1
C6983211   20090224 C1
C6651618   20090224 C1
C5853895   20090224 C1
